"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","winning_team","draw"
"2005-02-09","France","Sweden",1,1,"Friendly","Saint-Denis","France",false,"draw",1
"2005-02-09","Georgia","Lithuania",1,0,"Friendly","Tbilisi","Georgia",false,"Georgia",0
"2005-02-09","Greece","Denmark",2,1,"FIFA World Cup qualification","Piraeus","Greece",false,"Greece",0
"2005-02-09","Republic of Ireland","Portugal",1,0,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"2005-02-09","North Macedonia","Andorra",0,0,"FIFA World Cup qualification","Skopje","North Macedonia",false,"draw",1
"2005-02-09","Malta","Norway",0,3,"Friendly","Attard","Malta",false,"Norway",0
"2005-02-09","Poland","Belarus",1,3,"Friendly","Grodzisk Wielkopolski","Poland",false,"Belarus",0
"2005-02-09","Romania","Slovakia",2,2,"Friendly","Larnaca","Cyprus",true,"draw",1
"2005-02-09","Slovenia","Czech Republic",0,3,"Friendly","Celje","Slovenia",false,"Czech Republic",0
"2005-02-09","Spain","San Marino",5,0,"FIFA World Cup qualification","Almería","Spain",false,"Spain",0
"2005-02-09","Wales","Hungary",2,0,"Friendly","Cardiff","Wales",false,"Wales",0
"2005-03-26","Armenia","Andorra",2,1,"FIFA World Cup qualification","Yerevan","Armenia",false,"Armenia",0
"2005-03-26","Belgium","Bosnia and Herzegovina",4,1,"FIFA World Cup qualification","Brussels","Belgium",false,"Belgium",0
"2005-03-26","Bulgaria","Sweden",0,3,"FIFA World Cup qualification","Sofia","Bulgaria",false,"Sweden",0
"2005-03-26","Croatia","Iceland",4,0,"FIFA World Cup qualification","Zagreb","Croatia",false,"Croatia",0
"2005-03-26","Czech Republic","Finland",4,3,"FIFA World Cup qualification","Teplice","Czech Republic",false,"Czech Republic",0
"2005-03-26","Denmark","Kazakhstan",3,0,"FIFA World Cup qualification","Copenhagen","Denmark",false,"Denmark",0
"2005-03-26","England","Northern Ireland",4,0,"FIFA World Cup qualification","Manchester","England",false,"England",0
"2005-03-26","Estonia","Slovakia",1,2,"FIFA World Cup qualification","Tallinn","Estonia",false,"Slovakia",0
"2005-03-26","France","Switzerland",0,0,"FIFA World Cup qualification","Saint-Denis","France",false,"draw",1
"2005-03-26","Georgia","Greece",1,3,"FIFA World Cup qualification","Tbilisi","Georgia",false,"Greece",0
"2005-03-26","Italy","Scotland",2,0,"FIFA World Cup qualification","Milan","Italy",false,"Italy",0
"2005-03-26","Poland","Azerbaijan",8,0,"FIFA World Cup qualification","Warsaw","Poland",false,"Poland",0
"2005-03-26","Romania","Netherlands",0,2,"FIFA World Cup qualification","Bucharest","Romania",false,"Netherlands",0
"2005-03-26","Turkey","Albania",2,0,"FIFA World Cup qualification","Istanbul","Turkey",false,"Turkey",0
"2005-03-26","Wales","Austria",0,2,"FIFA World Cup qualification","Cardiff","Wales",false,"Austria",0
"2005-03-30","Andorra","Czech Republic",0,4,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",false,"Czech Republic",0
"2005-03-30","Austria","Wales",1,0,"FIFA World Cup qualification","Vienna","Austria",false,"Austria",0
"2005-03-30","Bosnia and Herzegovina","Lithuania",1,1,"FIFA World Cup qualification","Sarajevo","Bosnia and Herzegovina",false,"draw",1
"2005-03-30","Croatia","Malta",3,0,"FIFA World Cup qualification","Zagreb","Croatia",false,"Croatia",0
"2005-03-30","England","Azerbaijan",2,0,"FIFA World Cup qualification","Newcastle","England",false,"England",0
"2005-03-30","Georgia","Turkey",2,5,"FIFA World Cup qualification","Tbilisi","Georgia",false,"Turkey",0
"2005-03-30","Greece","Albania",2,0,"FIFA World Cup qualification","Piraeus","Greece",false,"Greece",0
"2005-03-30","Hungary","Bulgaria",1,1,"FIFA World Cup qualification","Budapest","Hungary",false,"draw",1
"2005-03-30","Italy","Iceland",0,0,"Friendly","Padua","Italy",false,"draw",1
"2005-03-30","Latvia","Luxembourg",4,0,"FIFA World Cup qualification","Riga","Latvia",false,"Latvia",0
"2005-03-30","North Macedonia","Romania",1,2,"FIFA World Cup qualification","Skopje","North Macedonia",false,"Romania",0
"2005-03-30","Moldova","Norway",0,0,"FIFA World Cup qualification","Chișinău","Moldova",false,"draw",1
"2005-03-30","Netherlands","Armenia",2,0,"FIFA World Cup qualification","Eindhoven","Netherlands",false,"Netherlands",0
"2005-03-30","Poland","Northern Ireland",1,0,"FIFA World Cup qualification","Warsaw","Poland",false,"Poland",0
"2005-03-30","San Marino","Belgium",1,2,"FIFA World Cup qualification","Serravalle","San Marino",false,"Belgium",0
"2005-03-30","Serbia","Spain",0,0,"FIFA World Cup qualification","Belgrade","Serbia and Montenegro",true,"draw",1
"2005-03-30","Slovakia","Portugal",1,1,"FIFA World Cup qualification","Bratislava","Slovakia",false,"draw",1
"2005-03-30","Slovenia","Belarus",1,1,"FIFA World Cup qualification","Celje","Slovenia",false,"draw",1
"2005-03-30","Switzerland","Cyprus",1,0,"FIFA World Cup qualification","Zürich","Switzerland",false,"Switzerland",0
"2005-03-30","Ukraine","Denmark",1,0,"FIFA World Cup qualification","Kyiv","Ukraine",false,"Ukraine",0
"2005-04-20","Estonia","Norway",1,2,"Friendly","Tallinn","Estonia",false,"Norway",0
"2005-05-21","Lithuania","Latvia",2,0,"Baltic Cup","Kaunas","Lithuania",false,"Lithuania",0
"2005-05-29","Poland","Albania",1,0,"Friendly","Szczecin","Poland",false,"Poland",0
"2005-05-31","France","Hungary",2,1,"Friendly","Metz","France",false,"France",0
"2005-06-02","Finland","Denmark",0,1,"Friendly","Tampere","Finland",false,"Denmark",0
"2005-06-04","Albania","Georgia",3,2,"FIFA World Cup qualification","Tirana","Albania",false,"Albania",0
"2005-06-04","Armenia","North Macedonia",1,2,"FIFA World Cup qualification","Yerevan","Armenia",false,"North Macedonia",0
"2005-06-04","Azerbaijan","Poland",0,3,"FIFA World Cup qualification","Baku","Azerbaijan",false,"Poland",0
"2005-06-04","Belarus","Slovenia",1,1,"FIFA World Cup qualification","Minsk","Belarus",false,"draw",1
"2005-06-04","Bulgaria","Croatia",1,3,"FIFA World Cup qualification","Sofia","Bulgaria",false,"Croatia",0
"2005-06-04","Czech Republic","Andorra",8,1,"FIFA World Cup qualification","Liberec","Czech Republic",false,"Czech Republic",0
"2005-06-04","Estonia","Liechtenstein",2,0,"FIFA World Cup qualification","Tallinn","Estonia",false,"Estonia",0
"2005-06-04","Faroe Islands","Switzerland",1,3,"FIFA World Cup qualification","Toftir","Faroe Islands",false,"Switzerland",0
"2005-06-04","Iceland","Hungary",2,3,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Hungary",0
"2005-06-04","Netherlands","Romania",2,0,"FIFA World Cup qualification","Rotterdam","Netherlands",false,"Netherlands",0
"2005-06-04","Norway","Italy",0,0,"FIFA World Cup qualification","Oslo","Norway",false,"draw",1
"2005-06-04","Portugal","Slovakia",2,0,"FIFA World Cup qualification","Lisbon","Portugal",false,"Portugal",0
"2005-06-04","San Marino","Bosnia and Herzegovina",1,3,"FIFA World Cup qualification","Serravalle","San Marino",false,"Bosnia and Herzegovina",0
"2005-06-04","Scotland","Moldova",2,0,"FIFA World Cup qualification","Glasgow","Scotland",false,"Scotland",0
"2005-06-04","Serbia","Belgium",0,0,"FIFA World Cup qualification","Belgrade","Serbia and Montenegro",true,"draw",1
"2005-06-04","Spain","Lithuania",1,0,"FIFA World Cup qualification","Valencia","Spain",false,"Spain",0
"2005-06-04","Sweden","Malta",6,0,"FIFA World Cup qualification","Gothenburg","Sweden",false,"Sweden",0
"2005-06-04","Turkey","Greece",0,0,"FIFA World Cup qualification","Istanbul","Turkey",false,"draw",1
"2005-06-04","Ukraine","Kazakhstan",2,0,"FIFA World Cup qualification","Kyiv","Ukraine",false,"Ukraine",0
"2005-06-08","Belarus","Scotland",0,0,"FIFA World Cup qualification","Minsk","Belarus",false,"draw",1
"2005-06-08","Czech Republic","North Macedonia",6,1,"FIFA World Cup qualification","Teplice","Czech Republic",false,"Czech Republic",0
"2005-06-08","Denmark","Albania",3,1,"FIFA World Cup qualification","Copenhagen","Denmark",false,"Denmark",0
"2005-06-08","Estonia","Portugal",0,1,"FIFA World Cup qualification","Tallinn","Estonia",false,"Portugal",0
"2005-06-08","Faroe Islands","Republic of Ireland",0,2,"FIFA World Cup qualification","Tórshavn","Faroe Islands",false,"Republic of Ireland",0
"2005-06-08","Finland","Netherlands",0,4,"FIFA World Cup qualification","Helsinki","Finland",false,"Netherlands",0
"2005-06-08","Greece","Ukraine",0,1,"FIFA World Cup qualification","Piraeus","Greece",false,"Ukraine",0
"2005-06-08","Iceland","Malta",4,1,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Iceland",0
"2005-06-08","Italy","Serbia",1,1,"Friendly","Toronto","Canada",true,"draw",1
"2005-06-08","Kazakhstan","Turkey",0,6,"FIFA World Cup qualification","Almaty","Kazakhstan",false,"Turkey",0
"2005-06-08","Latvia","Liechtenstein",1,0,"FIFA World Cup qualification","Riga","Latvia",false,"Latvia",0
"2005-06-08","Luxembourg","Slovakia",0,4,"FIFA World Cup qualification","Luxembourg","Luxembourg",false,"Slovakia",0
"2005-06-08","Romania","Armenia",3,0,"FIFA World Cup qualification","Constanţa","Romania",false,"Romania",0
"2005-06-08","Spain","Bosnia and Herzegovina",1,1,"FIFA World Cup qualification","Valencia","Spain",false,"draw",1
"2005-06-08","Sweden","Norway",2,3,"Friendly","Solna","Sweden",false,"Norway",0
"2005-08-15","Poland","Serbia",3,2,"Friendly","Kyiv","Ukraine",true,"Poland",0
"2005-08-17","Albania","Azerbaijan",2,1,"Friendly","Tirana","Albania",false,"Albania",0
"2005-08-17","Austria","Scotland",2,2,"Friendly","Graz","Austria",false,"draw",1
"2005-08-17","Belgium","Greece",2,0,"Friendly","Brussels","Belgium",false,"Belgium",0
"2005-08-17","Bulgaria","Turkey",3,1,"Friendly","Sofia","Bulgaria",false,"Bulgaria",0
"2005-08-17","Denmark","England",4,1,"Friendly","Copenhagen","Denmark",false,"Denmark",0
"2005-08-17","Estonia","Bosnia and Herzegovina",1,0,"Friendly","Tallinn","Estonia",false,"Estonia",0
"2005-08-17","Faroe Islands","Cyprus",0,3,"FIFA World Cup qualification","Toftir","Faroe Islands",false,"Cyprus",0
"2005-08-17","Republic of Ireland","Italy",1,2,"Friendly","Dublin","Republic of Ireland",false,"Italy",0
"2005-08-17","Kazakhstan","Georgia",1,2,"FIFA World Cup qualification","Almaty","Kazakhstan",false,"Georgia",0
"2005-08-17","Liechtenstein","Slovakia",0,0,"FIFA World Cup qualification","Vaduz","Liechtenstein",false,"draw",1
"2005-08-17","Lithuania","Belarus",1,0,"Friendly","Vilnius","Lithuania",false,"Lithuania",0
"2005-08-17","North Macedonia","Finland",0,3,"FIFA World Cup qualification","Skopje","North Macedonia",false,"Finland",0
"2005-08-17","Malta","Northern Ireland",1,1,"Friendly","Attard","Malta",false,"draw",1
"2005-08-17","Norway","Switzerland",0,2,"Friendly","Oslo","Norway",false,"Switzerland",0
"2005-08-17","Romania","Andorra",2,0,"FIFA World Cup qualification","Constanţa","Romania",false,"Romania",0
"2005-08-17","Sweden","Czech Republic",2,1,"Friendly","Gothenburg","Sweden",false,"Sweden",0
"2005-08-17","Ukraine","Serbia",2,1,"Friendly","Kyiv","Ukraine",false,"Ukraine",0
"2005-08-17","Wales","Slovenia",0,0,"Friendly","Swansea","Wales",false,"draw",1
"2005-09-03","Albania","Kazakhstan",2,1,"FIFA World Cup qualification","Tirana","Albania",false,"Albania",0
"2005-09-03","Andorra","Finland",0,0,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",false,"draw",1
"2005-09-03","Armenia","Netherlands",0,1,"FIFA World Cup qualification","Yerevan","Armenia",false,"Netherlands",0
"2005-09-03","Bosnia and Herzegovina","Belgium",1,0,"FIFA World Cup qualification","Zenica","Bosnia and Herzegovina",false,"Bosnia and Herzegovina",0
"2005-09-03","Estonia","Latvia",2,1,"FIFA World Cup qualification","Tallinn","Estonia",false,"Estonia",0
"2005-09-03","France","Faroe Islands",3,0,"FIFA World Cup qualification","Lens","France",false,"France",0
"2005-09-03","Georgia","Ukraine",1,1,"FIFA World Cup qualification","Tbilisi","Georgia",false,"draw",1
"2005-09-03","Hungary","Malta",4,0,"FIFA World Cup qualification","Budapest","Hungary",false,"Hungary",0
"2005-09-03","Iceland","Croatia",1,3,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Croatia",0
"2005-09-03","Moldova","Belarus",2,0,"FIFA World Cup qualification","Chișinău","Moldova",false,"Moldova",0
"2005-09-03","Northern Ireland","Azerbaijan",2,0,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"Northern Ireland",0
"2005-09-03","Poland","Austria",3,2,"FIFA World Cup qualification","Chorzów","Poland",false,"Poland",0
"2005-09-03","Portugal","Luxembourg",6,0,"FIFA World Cup qualification","Faro","Portugal",false,"Portugal",0
"2005-09-03","Romania","Czech Republic",2,0,"FIFA World Cup qualification","Constanţa","Romania",false,"Romania",0
"2005-09-03","Scotland","Italy",1,1,"FIFA World Cup qualification","Glasgow","Scotland",false,"draw",1
"2005-09-03","Serbia","Lithuania",2,0,"FIFA World Cup qualification","Belgrade","Serbia and Montenegro",true,"Serbia",0
"2005-09-03","Slovenia","Norway",2,3,"FIFA World Cup qualification","Celje","Slovenia",false,"Norway",0
"2005-09-03","Sweden","Bulgaria",3,0,"FIFA World Cup qualification","Solna","Sweden",false,"Sweden",0
"2005-09-03","Turkey","Denmark",2,2,"FIFA World Cup qualification","Istanbul","Turkey",false,"draw",1
"2005-09-03","Wales","England",0,1,"FIFA World Cup qualification","Cardiff","Wales",false,"England",0
"2005-09-07","Azerbaijan","Austria",0,0,"FIFA World Cup qualification","Baku","Azerbaijan",false,"draw",1
"2005-09-07","Belarus","Italy",1,4,"FIFA World Cup qualification","Minsk","Belarus",false,"Italy",0
"2005-09-07","Belgium","San Marino",8,0,"FIFA World Cup qualification","Antwerp","Belgium",false,"Belgium",0
"2005-09-07","Bulgaria","Iceland",3,2,"FIFA World Cup qualification","Sofia","Bulgaria",false,"Bulgaria",0
"2005-09-07","Cyprus","Switzerland",1,3,"FIFA World Cup qualification","Nicosia","Cyprus",false,"Switzerland",0
"2005-09-07","Czech Republic","Armenia",4,1,"FIFA World Cup qualification","Olomouc","Czech Republic",false,"Czech Republic",0
"2005-09-07","Denmark","Georgia",6,1,"FIFA World Cup qualification","Copenhagen","Denmark",false,"Denmark",0
"2005-09-07","Finland","North Macedonia",5,1,"FIFA World Cup qualification","Tampere","Finland",false,"Finland",0
"2005-09-07","Hungary","Sweden",0,1,"FIFA World Cup qualification","Budapest","Hungary",false,"Sweden",0
"2005-09-07","Republic of Ireland","France",0,1,"FIFA World Cup qualification","Dublin","Republic of Ireland",false,"France",0
"2005-09-07","Kazakhstan","Greece",1,2,"FIFA World Cup qualification","Almaty","Kazakhstan",false,"Greece",0
"2005-09-07","Latvia","Slovakia",1,1,"FIFA World Cup qualification","Riga","Latvia",false,"draw",1
"2005-09-07","Liechtenstein","Luxembourg",3,0,"FIFA World Cup qualification","Vaduz","Liechtenstein",false,"Liechtenstein",0
"2005-09-07","Lithuania","Bosnia and Herzegovina",0,1,"FIFA World Cup qualification","Vilnius","Lithuania",false,"Bosnia and Herzegovina",0
"2005-09-07","Malta","Croatia",1,1,"FIFA World Cup qualification","Attard","Malta",false,"draw",1
"2005-09-07","Moldova","Slovenia",1,2,"FIFA World Cup qualification","Chișinău","Moldova",false,"Slovenia",0
"2005-09-07","Netherlands","Andorra",4,0,"FIFA World Cup qualification","Eindhoven","Netherlands",false,"Netherlands",0
"2005-09-07","Northern Ireland","England",1,0,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"Northern Ireland",0
"2005-09-07","Norway","Scotland",1,2,"FIFA World Cup qualification","Oslo","Norway",false,"Scotland",0
"2005-09-07","Poland","Wales",1,0,"FIFA World Cup qualification","Warsaw","Poland",false,"Poland",0
"2005-09-07","Spain","Serbia",1,1,"FIFA World Cup qualification","Madrid","Spain",false,"draw",1
"2005-09-07","Ukraine","Turkey",0,1,"FIFA World Cup qualification","Kyiv","Ukraine",false,"Turkey",0
"2005-10-07","Poland","Iceland",3,2,"Friendly","Warsaw","Poland",false,"Poland",0
"2005-10-08","Belgium","Spain",0,2,"FIFA World Cup qualification","Brussels","Belgium",false,"Spain",0
"2005-10-08","Bosnia and Herzegovina","San Marino",3,0,"FIFA World Cup qualification","Zenica","Bosnia and Herzegovina",false,"Bosnia and Herzegovina",0
"2005-10-08","Bulgaria","Hungary",2,0,"FIFA World Cup qualification","Sofia","Bulgaria",false,"Bulgaria",0
"2005-10-08","Croatia","Sweden",1,0,"FIFA World Cup qualification","Zagreb","Croatia",false,"Croatia",0
"2005-10-08","Cyprus","Republic of Ireland",0,1,"FIFA World Cup qualification","Nicosia","Cyprus",false,"Republic of Ireland",0
"2005-10-08","Czech Republic","Netherlands",0,2,"FIFA World Cup qualification","Prague","Czech Republic",false,"Netherlands",0
"2005-10-08","Denmark","Greece",1,0,"FIFA World Cup qualification","Copenhagen","Denmark",false,"Denmark",0
"2005-10-08","England","Austria",1,0,"FIFA World Cup qualification","Manchester","England",false,"England",0
"2005-10-08","Finland","Romania",0,1,"FIFA World Cup qualification","Helsinki","Finland",false,"Romania",0
"2005-10-08","Georgia","Kazakhstan",0,0,"FIFA World Cup qualification","Tbilisi","Georgia",false,"draw",1
"2005-10-08","Italy","Slovenia",1,0,"FIFA World Cup qualification","Palermo","Italy",false,"Italy",0
"2005-10-08","Lithuania","Serbia",0,2,"FIFA World Cup qualification","Vilnius","Lithuania",false,"Serbia",0
"2005-10-08","Northern Ireland","Wales",2,3,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"Wales",0
"2005-10-08","Norway","Moldova",1,0,"FIFA World Cup qualification","Oslo","Norway",false,"Norway",0
"2005-10-08","Portugal","Liechtenstein",2,1,"FIFA World Cup qualification","Aveiro","Portugal",false,"Portugal",0
"2005-10-08","Scotland","Belarus",0,1,"FIFA World Cup qualification","Glasgow","Scotland",false,"Belarus",0
"2005-10-08","Slovakia","Estonia",1,0,"FIFA World Cup qualification","Bratislava","Slovakia",false,"Slovakia",0
"2005-10-08","Switzerland","France",1,1,"FIFA World Cup qualification","Berne","Switzerland",false,"draw",1
"2005-10-08","Ukraine","Albania",2,2,"FIFA World Cup qualification","Dnipropetrovs'k","Ukraine",false,"draw",1
"2005-10-12","Albania","Turkey",0,1,"FIFA World Cup qualification","Tirana","Albania",false,"Turkey",0
"2005-10-12","Andorra","Armenia",0,3,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",false,"Armenia",0
"2005-10-12","Austria","Northern Ireland",2,0,"FIFA World Cup qualification","Vienna","Austria",false,"Austria",0
"2005-10-12","Belarus","Norway",0,1,"FIFA World Cup qualification","Minsk","Belarus",false,"Norway",0
"2005-10-12","England","Poland",2,1,"FIFA World Cup qualification","Manchester","England",false,"England",0
"2005-10-12","Finland","Czech Republic",0,3,"FIFA World Cup qualification","Helsinki","Finland",false,"Czech Republic",0
"2005-10-12","France","Cyprus",4,0,"FIFA World Cup qualification","Saint-Denis","France",false,"France",0
"2005-10-12","Greece","Georgia",1,0,"FIFA World Cup qualification","Piraeus","Greece",false,"Greece",0
"2005-10-12","Hungary","Croatia",0,0,"FIFA World Cup qualification","Budapest","Hungary",false,"draw",1
